Compound ID,measured_log_solubility,ESOL_log,SMILES,standard_smiles,standard_inchikeys
Benzo(b)fluoranthene,-8.23,-6.007,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,FTOVXSOBNPWTSH-UHFFFAOYSA-N
Bromoethane,-1.09,-1.529,CCBr,CCBr,RDHPKYGYEGBMSE-UHFFFAOYSA-N
Dinitramine,-5.47,-4.479,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],OFDYMSKSGFSLLM-UHFFFAOYSA-N
RTI 19,-4.749,-4.007,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,CCN1c2ccccc2C(=O)N(C)c2ccccc21,IUMRYNUBZSCOQG-UHFFFAOYSA-N
"2,4'-PCB",-5.28,-5.142,Clc1ccc(cc1)c2ccccc2Cl ,Clc1ccc(-c2ccccc2Cl)cc1,UFNIBRDIUNVOMX-UHFFFAOYSA-N
"1,2,4-Trichlorobenzene",-3.59,-4.083,Clc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1,PBKONEOXTCPAFI-UHFFFAOYSA-N
Indole,-1.52,-2.654,c2ccc1[nH]ccc1c2,c1ccc2[nH]ccc2c1,SIKJAQJRHWYJAI-UHFFFAOYSA-N
"1,2,3-Trichlorobenzene",-4.0,-4.008,Clc1cccc(Cl)c1Cl,Clc1cccc(Cl)c1Cl,RELMFMZEBKVZJC-UHFFFAOYSA-N
o-Chloroiodobenzene,-3.54,-4.384,Clc1ccccc1I,Clc1ccccc1I,MPEOPBCQHNWNFB-UHFFFAOYSA-N
Carbromal,-2.68,-2.198,CCC(Br)(CC)C(=O)NC(N)=O,CCC(Br)(CC)C(=O)NC(N)=O,OPNPQXLQERQBBV-UHFFFAOYSA-N
bupirimate,-4.16,-3.493,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,DSKJPMWIHSOYEA-UHFFFAOYSA-N
1-Methylnaphthalene,-3.7,-3.802,Cc1cccc2ccccc12,Cc1cccc2ccccc12,QPUYECUOLPXSFR-UHFFFAOYSA-N
methyl laurate,-4.69,-4.025,CCCCCCCCCCCC(=O)OC,CCCCCCCCCCCC(=O)OC,UQDUPQYQJKYHQI-UHFFFAOYSA-N
Methyl butyrate,-0.82,-1.545,CCCOC(=O)CC,CCCOC(=O)CC,MCSINKKTEDDPNK-UHFFFAOYSA-N
Butabarbital,-2.39,-1.958,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,ZRIHAIZYIMGOAB-UHFFFAOYSA-N
"p,p'-Biphenyldiamine ",-2.7,-2.613,Nc1ccc(cc1)c2ccc(N)cc2,Nc1ccc(-c2ccc(N)cc2)cc1,HFACYLZERDEVSX-UHFFFAOYSA-N
Deltamethrin,-8.402,-7.44,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,OWZREIFADZCYQD-UHFFFAOYSA-N
"1,4-Dimethylnaphthalene ",-4.14,-4.147,Cc1ccc(C)c2ccccc12,Cc1ccc(C)c2ccccc12,APQSQLNWAIULLK-UHFFFAOYSA-N
Caproaldehyde,-1.3,-1.457,CCCCCC=O,CCCCCC=O,JARKCYVAAOWBJS-UHFFFAOYSA-N
Nitrofen,-5.46,-5.361,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,XITQUSLLOSKDTB-UHFFFAOYSA-N
Glafenine,-4.571,-5.052,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,GWOFUCIGLDBNKM-UHFFFAOYSA-N
Di-n-propylsulfide,-2.58,-2.307,CCCSCCC,CCCSCCC,ZERULLAPCVRMCO-UHFFFAOYSA-N
Cycloheptyl-5-spirobarbituric acid,-3.168,-1.844,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,RSWPVXFVQHCCCI-UHFFFAOYSA-N
Methylparaben,-1.827,-2.441,COC(=O)c1ccc(O)cc1,COC(=O)c1ccc(O)cc1,LXCFILQKKLGQFO-UHFFFAOYSA-N
Aniline ,-0.41,-1.632,Nc1ccccc1,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N
Methyl hydrazine,1.34,0.543,CNN,CNN,HDZGCSFEDULWCS-UHFFFAOYSA-N
Thalidomide,-2.676,-1.944,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,UEJJHQNACJXSKW-UHFFFAOYSA-N
Isopropyl formate,-0.63,-0.684,CC(C)OC=O,CC(C)OC=O,RMOUBSOVHSONPZ-UHFFFAOYSA-N
Norethisterone,-4.57,-2.669,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,GYRPICHNIDQFOD-UHFFFAOYSA-N
3-Methyl-3-pentanol,-0.36,-1.308,CCC(C)(O)CC,CCC(C)(O)CC,FRDAATYAJDYRNW-UHFFFAOYSA-N
phenothrin,-5.24,-6.763,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,SBNFWQZLDJGRLK-UHFFFAOYSA-N
benzothiazole,-1.5,-2.733,c2ccc1scnc1c2 ,c1ccc2scnc2c1,IOJUPLGTWVMSFF-UHFFFAOYSA-N
adrenosterone,-3.48,-2.99,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,RZRPTBIGEANTGU-UHFFFAOYSA-N
trans-2-Pentene ,-2.54,-2.076,CC/C=C/C,C/C=C/CC,QMMOXUPEWRXHJS-HWKANZROSA-N
Ethyl-p-hydroxybenzoate ,-2.35,-2.761,CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(O)cc1,NUVBSKCKDOMJSU-UHFFFAOYSA-N
"2,3,3',4,4',5-PCB",-7.82,-7.425,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,LCXMEXLGMKFLQO-UHFFFAOYSA-N
"2,2',4,4',5,5'-PCB",-8.56,-7.343,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,MVWHGTYKUMDIHL-UHFFFAOYSA-N
"3,5-Dimethylphenol",-1.4,-2.652,Cc1cc(C)cc(O)c1,Cc1cc(C)cc(O)c1,TUAMRELNJMMDMT-UHFFFAOYSA-N
Ethyl nonanoate,-3.8,-3.316,CCCCCCCCC(=O)OCC,CCCCCCCCC(=O)OCC,BYEVBITUADOIGY-UHFFFAOYSA-N
2-Methy-2-Butene,-2.56,-1.994,CC=C(C)C,CC=C(C)C,BKOOMYPCSUNDGP-UHFFFAOYSA-N
Phthalonitrile,-2.38,-1.717,N#Cc1ccccc1C#N,N#Cc1ccccc1C#N,XQZYPMVTSDWCCE-UHFFFAOYSA-N
Disulfiram,-4.86,-3.862,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP-UHFFFAOYSA-N
RTI 6,-3.36,-3.335,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,RSPPUQXSQYBMEE-UHFFFAOYSA-N
DDT,-7.15,-6.638,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,YVGGHNCTFXOJCH-UHFFFAOYSA-N
testosterone acetate,-5.184,-4.449,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,DJPZSBANTAQNFN-UHFFFAOYSA-N
2-Methylbutanol,-0.47,-1.027,CCC(C)CO,CCC(C)CO,QPRQEDXDYOZYLA-UHFFFAOYSA-N
Digitoxin,-5.293,-6.114,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,WDJUZGPOPHTGOT-UHFFFAOYSA-N
1-Chloro-2-methylpropane,-2.0,-1.924,ClCC(C)C,CC(C)CCl,QTBFPMKWQKYFLR-UHFFFAOYSA-N
"2,4,6-Trichlorophenol",-2.34,-3.648,Oc1c(Cl)cc(Cl)cc1Cl,Oc1c(Cl)cc(Cl)cc1Cl,LINPIYWFGCPVIE-UHFFFAOYSA-N
Benznidazole,-2.81,-2.321,O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,CULUWZNBISUWAS-UHFFFAOYSA-N
"1,4-Dinitrobenzene",-3.39,-2.281,O=N(=O)c1ccc(cc1)N(=O)=O,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,FYFDQJRXFWGIBS-UHFFFAOYSA-N
Fenothiocarb,-3.927,-3.297,CN(C)C(=O)SCCCCOc1ccccc1,CN(C)C(=O)SCCCCOc1ccccc1,HMIBKHHNXANVHR-UHFFFAOYSA-N
5-Allyl-5-methylbarbital,-1.16,-1.013,O=C1NC(=O)NC(=O)C1(C)CC=C,C=CCC1(C)C(=O)NC(=O)NC1=O,WMSQREUDUHHDDC-UHFFFAOYSA-N
2-Methylpropene,-2.33,-1.573,CC(=C)C,C=C(C)C,VQTUBCCKSQIDNK-UHFFFAOYSA-N
p-Methylaniline ,-1.21,-1.954,Cc1ccc(N)cc1,Cc1ccc(N)cc1,RZXMPPFPUUCRFN-UHFFFAOYSA-N
Benzonitrile,-1.0,-2.03,N#Cc1ccccc1,N#Cc1ccccc1,JFDZBHWFFUWGJE-UHFFFAOYSA-N
1-Hexadecanol,-7.0,-4.94,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,BXWNKGSJHAJOGX-UHFFFAOYSA-N
Ethyl octanoate,-3.39,-2.962,CCCCCCCC(=O)OCC,CCCCCCCC(=O)OCC,YYZUSRORWSJGET-UHFFFAOYSA-N
2-Methyl-1-Pentene,-3.03,-2.348,CCCC(=C)C,C=C(C)CCC,WWUVJRULCWHUSA-UHFFFAOYSA-N
2-methoxypteridine,-1.11,-1.589,COc2ncc1nccnc1n2,COc1ncc2nccnc2n1,NIKKSNUDXYPTRO-UHFFFAOYSA-N
linalool,-1.99,-2.399,CC(C)=CCCC(O)(C)C=C,C=CC(C)(O)CCC=C(C)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N
Fluorene ,-5.0,-4.125,C1c2ccccc2c3ccccc13,c1ccc2c(c1)Cc1ccccc1-2,NIHNNTQXNPWCJQ-UHFFFAOYSA-N
2-Methyl-2-heptanol,-1.72,-2.017,CCCCCC(C)(C)O,CCCCCC(C)(C)O,ACBMYYVZWKYLIP-UHFFFAOYSA-N
Malathion,-3.37,-3.391,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,JXSJBGJIGXNWCI-UHFFFAOYSA-N
Norea,-3.171,-2.47,CN(C)C(=O)NC1CC2CC1C3CCCC23,CN(C)C(=O)NC1CC2CC1C1CCCC21,YGLMVCVJLXREAK-UHFFFAOYSA-N
"1,7-phenantroline",-2.68,-2.994,c1cnc2c(c1)ccc3ncccc23,c1cnc2c(c1)ccc1ncccc12,OZKOMUDCMCEDTM-UHFFFAOYSA-N
Carboxin,-3.14,-2.927,CC1=C(SCCO1)C(=O)Nc2ccccc2,CC1=C(C(=O)Nc2ccccc2)SCCO1,GYSSRZJIHXQEHQ-UHFFFAOYSA-N
Propetamphos,-3.408,-2.826,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,BZNDWPRGXNILMS-UHFFFAOYSA-N
Dihexyl phthalate,-6.144,-5.758,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,KCXZNSGUUQJJTR-UHFFFAOYSA-N
benzoin,-2.85,-3.148,OC(C(=O)c1ccccc1)c2ccccc2,O=C(c1ccccc1)C(O)c1ccccc1,ISAOCJYIOMOJEB-UHFFFAOYSA-N
5-Methyl-5-ethylbarbituric acid,-1.228,-0.911,O=C1NC(=O)NC(=O)C1(C)CC,CCC1(C)C(=O)NC(=O)NC1=O,RCFRTWDBBMGLGK-UHFFFAOYSA-N
Methoxsalen,-3.664,-3.25,COc2c1occc1cc3ccc(=O)oc23 ,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N
"2,3-Dichloronitrobenzene",-3.48,-3.322,O=N(=O)c1c(Cl)c(Cl)ccc1,O=[N+]([O-])c1cccc(Cl)c1Cl,CMVQZRLQEOAYSW-UHFFFAOYSA-N
"Atovaquone(0,430mg/ml) - neutral",-5.931,-6.269,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,O=C1C(=O)C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,UYFLKEIEOREOFC-UHFFFAOYSA-N
"1,1-Dichloroethylene",-1.64,-1.939,ClC(=C)Cl,C=C(Cl)Cl,LGXVIGDEPROXKC-UHFFFAOYSA-N
"1,8-Cineole",-1.74,-2.579,CC12CCC(CC1)C(C)(C)O2,CC12CCC(CC1)C(C)(C)O2,WEEGYLXZBRQIMU-UHFFFAOYSA-N
Lenacil,-4.594,-3.355,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,ZTMKADLOSYKWCA-UHFFFAOYSA-N
"1,2,3,4-Tetrahydronapthalene",-4.37,-3.447,C1CCc2ccccc2C1,c1ccc2c(c1)CCCC2,CXWXQJXEFPUFDZ-UHFFFAOYSA-N
Methazole,-2.82,-3.601,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,LRUUNMYPIBZBQH-UHFFFAOYSA-N
Equilin,-5.282,-3.555,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,WKRLQDKEXYKHJB-UHFFFAOYSA-N
o-Xylene ,-2.8,-3.004,Cc1ccccc1C,Cc1ccccc1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N
2-Methylphenanthrene,-5.84,-4.87,Cc1ccc2c(ccc3ccccc32)c1,Cc1ccc2c(ccc3ccccc32)c1,KANLOADZXMMCQA-UHFFFAOYSA-N
mannitol,0.06,0.647,OCC(O)C(O)C(O)C(O)CO ,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-UHFFFAOYSA-N
Vinclozolin,-4.925,-4.377,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,FSCWZHGZWWDELK-UHFFFAOYSA-N
t-Pentylbenzene,-4.15,-3.867,CC(C)(C)Cc1ccccc1,CC(C)(C)Cc1ccccc1,CJGXJKVMUHXVHL-UHFFFAOYSA-N
Dinoseb,-3.38,-3.715,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,OWZPCEFYPSAJFR-UHFFFAOYSA-N
"1,4-Dichlorobenzene",-3.27,-3.558,Clc1ccc(Cl)cc1,Clc1ccc(Cl)cc1,OCJBOOLMMGQPQU-UHFFFAOYSA-N
1-Heptyne,-3.01,-2.155,CCCCCC#C,C#CCCCCC,YVXHZKKCZYLQOP-UHFFFAOYSA-N
phenanthridine,-2.78,-3.713,c1ccc2c(c1)cnc3ccccc23 ,c1ccc2c(c1)cnc1ccccc12,RDOWQLZANAYVLL-UHFFFAOYSA-N
aldosterone,-3.85,-3.066,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,PQSUYGKTWSAVDQ-UHFFFAOYSA-N
Aldrin,-6.307,-5.511,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,QBYJBZPUGVGKQQ-UHFFFAOYSA-N
Bromophos,-6.09,-5.604,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,NYQDCVLCJXRDSK-UHFFFAOYSA-N
aminothiazole,-0.36,-1.226,Nc1nccs1 ,Nc1nccs1,RAIPHJJURHTUIC-UHFFFAOYSA-N
brompyrazone,-3.127,-3.005,c1ccccc1n2ncc(N)c(Br)c2(=O),Nc1cnn(-c2ccccc2)c(=O)c1Br,ODNZLRLWXRXPOH-UHFFFAOYSA-N
2-Octanol,-2.09,-2.033,CCCCCCC(C)O,CCCCCCC(C)O,SJWFXCIHNDVPSH-UHFFFAOYSA-N
Propyl propanoate,-1.34,-1.545,CCCCC(=O)OC,CCCCC(=O)OC,HNBDRPTVWVGKBR-UHFFFAOYSA-N
RTI 13,-4.207,-4.45,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,KDDQDUIBYASSFC-UHFFFAOYSA-N
Rovral,-4.376,-4.004,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,ONUFESLQCSAYKA-UHFFFAOYSA-N
"1,2,4,5-Tetrabromobenzene",-6.98,-6.001,Brc1cc(Br)c(Br)cc1Br,Brc1cc(Br)c(Br)cc1Br,QCKHVNQHBOGZER-UHFFFAOYSA-N
Dulcin,-2.17,-2.167,CCOc1ccc(NC(N)=O)cc1,CCOc1ccc(NC(N)=O)cc1,GGLIEWRLXDLBBF-UHFFFAOYSA-N
Flutriafol,-3.37,-3.569,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,JWUCHKBSVLQQCO-UHFFFAOYSA-N
1-Chloro-2-bromoethane,-1.32,-1.738,ClCCBr,ClCCBr,IBYHHJPAARCAIE-UHFFFAOYSA-N
hydantoin,-0.4,0.603,O=C1CNC(=O)N1 ,O=C1CNC(=O)N1,WJRBRSLFGCUECM-UHFFFAOYSA-N
dimethirimol,-2.24,-3.57,CCCCc1c(C)nc(nc1O)N(C)C ,CCCCc1c(C)nc(N(C)C)[nH]c1=O,CJHXCRMKMMBYJQ-UHFFFAOYSA-N
"2,2,4,6,6'-PCB",-7.32,-6.545,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,MTCPZNVSDFCBBE-UHFFFAOYSA-N
Desmedipham,-4.632,-4.182,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,WZJZMXBKUWKXTQ-UHFFFAOYSA-N
2-Chlorobiphenyl,-4.54,-4.528,Clc1ccccc1c2ccccc2,Clc1ccccc1-c1ccccc1,LAXBNTIAOJWAOP-UHFFFAOYSA-N
1-Heptene,-3.73,-2.718,CCCCCC=C,C=CCCCCC,ZGEGCLOFRBLKSE-UHFFFAOYSA-N
Isopropyl acetate,-0.55,-1.191,CC(C)OC(=O)C,CC(=O)OC(C)C,JMMWKPVZQRWMSS-UHFFFAOYSA-N
kebuzone,-3.27,-2.645,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,LGYTZKPVOAIUKX-UHFFFAOYSA-N
Metolcarb,-1.803,-1.947,c1ccccc1(OC(=O)NC),CNC(=O)Oc1ccccc1,SCWKRWCUMCMVPW-UHFFFAOYSA-N
"2,3-Dimethylbutane",-3.65,-2.584,CC(C)C(C)C,CC(C)C(C)C,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N
Atrazine,-3.85,-3.069,CCNc1nc(Cl)nc(NC(C)C)n1,CCNc1nc(Cl)nc(NC(C)C)n1,MXWJVTOOROXGIU-UHFFFAOYSA-N
allicin,-0.83,-2.045,C=CCS(=O)SCC=C,C=CCS[S+]([O-])CC=C,JDLKFOPOAOFWQN-UHFFFAOYSA-N
1-Chloropentane,-2.73,-2.294,CCCCCCl,CCCCCCl,SQCZQTSHSZLZIQ-UHFFFAOYSA-N
Ethane,-1.36,-1.132,CC,CC,OTMSDBZUPAUEDD-UHFFFAOYSA-N
4-Methylpentanol,-1.14,-1.381,CC(C)CCCO,CC(C)CCCO,PCWGTDULNUVNBN-UHFFFAOYSA-N
DEF,-5.14,-4.074,CCCCSP(=O)(SCCCC)SCCCC,CCCCSP(=O)(SCCCC)SCCCC,ZOKXUAHZSKEQSS-UHFFFAOYSA-N
Formothion,-1.995,-2.087,COP(=S)(OC)SCC(=O)N(C)C=O,COP(=S)(OC)SCC(=O)N(C)C=O,AIKKULXCBHRFOS-UHFFFAOYSA-N
Methyl t-butyl ether ,-0.24,-0.984,COC(C)(C)C,COC(C)(C)C,BZLVMXJERCGZMT-UHFFFAOYSA-N
2-Hexanone,-0.8,-1.2,CCCCC(=O)C,CCCCC(C)=O,QQZOPKMRPOGIEB-UHFFFAOYSA-N
2-Chlorophenol,-1.06,-2.553,Oc1ccccc1Cl,Oc1ccccc1Cl,ISPYQTSUDJAMAB-UHFFFAOYSA-N
Betamethasone-17-valerate,-4.71,-5.062,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,SNHRLVCMMWUAJD-UHFFFAOYSA-N
"1,4-Dibromobenzene",-4.07,-4.298,Brc1ccc(Br)cc1,Brc1ccc(Br)cc1,SWJPEBQEEAHIGZ-UHFFFAOYSA-N
RTI 9,-3.68,-3.784,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,CCN1C(=O)c2ccccc2Oc2ccccc21,MRBRHCRUXKHKKI-UHFFFAOYSA-N
1-Nitronapthalene,-3.54,-3.414,O=N(=O)c1cccc2ccccc12,O=[N+]([O-])c1cccc2ccccc12,RJKGJBPXVHTNJL-UHFFFAOYSA-N
Isopentyl formate,-1.52,-1.449,CC(C)CCOC=O,CC(C)CCOC=O,XKYICAQFSCFURC-UHFFFAOYSA-N
2-Methylanthracene,-6.96,-4.87,Cc1ccc2cc3ccccc3cc2c1,Cc1ccc2cc3ccccc3cc2c1,GYMFBYTZOGMSQJ-UHFFFAOYSA-N
Coumaphos,-5.382,-5.04,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,SJNIEBAPMPLYAB-UHFFFAOYSA-N
Propyl acetate,-0.72,-1.125,CCCOC(=O)C,CCCOC(C)=O,YKYONYBAUNKHLG-UHFFFAOYSA-N
Phenol,0.0,-1.991,c1ccccc1O,Oc1ccccc1,ISWSIDIOOBJBQZ-UHFFFAOYSA-N
Toluene ,-2.21,-2.713,Cc1ccccc1,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N
Chlorimuron-ethyl (ph 7),-4.576,-3.719,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,MBDMKWJEKDHRRP-UHFFFAOYSA-N
Ethyl benzoate ,-2.32,-2.775,CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1,MTZQAGJQAFMTAQ-UHFFFAOYSA-N
1-Bromonapthalene,-4.35,-4.434,Brc1cccc2ccccc12,Brc1cccc2ccccc12,DLKQHBOKULLWDQ-UHFFFAOYSA-N
"7,12-Dimethylbenz(a)anthracene",-7.02,-6.297,Cc1c2ccccc2c(C)c3ccc4ccccc4c13,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,ARSRBNBHOADGJU-UHFFFAOYSA-N
"2,3',4,4',5-PCB",-7.39,-7.343,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,CKLLRBPBZLTGDJ-UHFFFAOYSA-N
1-Pentanol,-0.6,-1.042,CCCCCO,CCCCCO,AMQJEAYHLZJPGS-UHFFFAOYSA-N
"2,2',3,3',4,4'-PCB",-8.01,-7.192,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,BTAGRXWGMYTPBY-UHFFFAOYSA-N
Buthidazole,-1.877,-2.398,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,SWMGXKSQWDSBKV-UHFFFAOYSA-N
cyclobarbital,-2.17,-2.421,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,WTYGAUXICFETTC-UHFFFAOYSA-N
"3,5-Dichlorophenol",-1.34,-3.428,Oc1cc(Cl)cc(Cl)c1,Oc1cc(Cl)cc(Cl)c1,VPOMSPZBQMDLTM-UHFFFAOYSA-N
4-methylpteridine,-0.466,-1.24,Cc1ncnc2nccnc12,Cc1ncnc2nccnc12,WESDBLALURHRDL-UHFFFAOYSA-N
Dicapthon,-4.31,-4.188,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,OTKXWJHPGBRXCR-UHFFFAOYSA-N
Methyl nonanoate,-3.38,-2.962,CCCCCCCCC(=O)OC,CCCCCCCCC(=O)OC,IJXHLVMUNBOGRR-UHFFFAOYSA-N
2-Methyl-1-Butene,-2.73,-1.994,CCC(=C)C,C=C(C)CC,MHNNAWXXUZQSNM-UHFFFAOYSA-N
