standard_inchikeys,standard_smiles
KQPKPCNLIDLUMF-UHFFFAOYSA-N,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
QAHFOPIILNICLA-UHFFFAOYSA-N,CN(C)C(=O)C(c1ccccc1)c1ccccc1
KDKYADYSIPSCCQ-UHFFFAOYSA-N,C#CCC
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,CNC(=O)Oc1ccc(N(C)C)c(C)c1
VEDTXTNSFWUXGQ-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
SRBFZHDQGSBBOR-UHFFFAOYSA-N,OC1COC(O)C(O)C1O
QSNSCYSYFYORTR-UHFFFAOYSA-N,Nc1ccc(Cl)cc1
QQODLKZGRKWIFG-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1
ZWPVHELAQPIZHO-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1
NBFQYHKHPBMJJV-UHFFFAOYSA-N,CCCOC(=O)c1ccc(N)cc1
WBJINCZRORDGAQ-UHFFFAOYSA-N,CCOC=O
NRXQIUSYPAHGNM-UHFFFAOYSA-N,N#Cc1cc(I)c(O)c(I)c1
LMHCYRULPLGEEZ-UHFFFAOYSA-N,CCCCCCCI
WYKYKTKDBLFHCY-UHFFFAOYSA-N,Nc1cnn(-c2ccccc2)c(=O)c1Cl
KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO
UMPSXRYVXUPCOS-UHFFFAOYSA-N,Oc1cccc(Cl)c1Cl
RZILCCPWPBTYDO-UHFFFAOYSA-N,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
OSSQSXOTMIGBCF-UHFFFAOYSA-N,C#CCCCCCCC
JJYPMNFTHPTTDI-UHFFFAOYSA-N,Cc1cccc(N)c1
WEVYAHXRMPXWCK-UHFFFAOYSA-N,CC#N
CEOCDNVZRAIOQZ-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
FTOAOBMCPZCFFF-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)NC1=O
OISVCGZHLKNMSJ-UHFFFAOYSA-N,Cc1cccc(C)n1
NUKZAGXMHTUAFE-UHFFFAOYSA-N,CCCCCC(=O)OC
NVKAWKQGWWIWPM-UHFFFAOYSA-N,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O
OKIBNKKYNPBDRS-UHFFFAOYSA-N,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C
JOFWLTCLBGQGBO-UHFFFAOYSA-N,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
RFSUNEUAIZKAJO-UHFFFAOYSA-N,OCC1OC(O)(CO)C(O)C1O
HDZZVAMISRMYHH-UHFFFAOYSA-N,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O
RIZMRRKBZQXFOY-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
GLZPCOQZEFWAFX-YFHOEESVSA-N,CC(C)=CCC/C(C)=C\CO
DTMRKGRREZAYAP-UHFFFAOYSA-N,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
JXCGFZXSOMJFOA-UHFFFAOYSA-N,Cc1ccc(NC(=O)N(C)C)cc1Cl
ZMHWQAHZKUPENF-UHFFFAOYSA-N,Clc1ccc(-c2cccc(Cl)c2Cl)cc1
FDDDEECHVMSUSB-UHFFFAOYSA-N,Nc1ccc(S(N)(=O)=O)cc1
ZSDSQXJSNMTJDA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
KRIMXCDMVRMCTC-UHFFFAOYSA-N,CCCCC(C)(C)O
HEDRZPFGACZZDS-UHFFFAOYSA-N,ClC(Cl)Cl
GUBGYTABKSRVRQ-UHFFFAOYSA-N,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
PFNHSEQQEPMLNI-UHFFFAOYSA-N,CCCC(C)CO
CHNUNORXWHYHNE-UHFFFAOYSA-N,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC
RIOXQFHNBCKOKP-UHFFFAOYSA-N,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21
WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1
VMKOFRJSULQZRM-UHFFFAOYSA-N,CCCCCCCCBr
XCJXQCUJXDUNDN-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl
XRHGWAGWAHHFLF-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1
KWOLFJPFCHCOCG-UHFFFAOYSA-N,CC(=O)c1ccccc1
GETTZEONDQJALK-UHFFFAOYSA-N,FC(F)(F)c1ccccc1
LJSQFQKUNVCTIA-UHFFFAOYSA-N,CCSCC
RJTJVVYSTUQWNI-UHFFFAOYSA-N,CCc1ccc2ccccc2c1
MUMQYXACQUZOFP-UHFFFAOYSA-N,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
QRUDEWIWKLJBPS-UHFFFAOYSA-N,c1ccc2[nH]nnc2c1
VAHKBZSAUKPEOV-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1
PJGSXYOJTGTZAV-UHFFFAOYSA-N,CC(=O)C(C)(C)C
PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO
JYVLIDXNZAXMDK-UHFFFAOYSA-N,CCCC(C)O
DDUIUBPJPOKOMV-UHFFFAOYSA-N,COCCCNc1nc(NC(C)C)nc(SC)n1
LXMSZDCAJNLERA-UHFFFAOYSA-N,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
HKPHPIREJKHECO-UHFFFAOYSA-N,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC
BIGRRCHSUAXSEE-UHFFFAOYSA-N,Cc1ncc2nccnc2n1
SDOJHDGZFOGOFD-UHFFFAOYSA-N,Cc1c(C)c2c3ccccc3ccc2c2ccccc12
UIHCLUNTQKBZGK-UHFFFAOYSA-N,CCC(C)C(C)=O
YNBADRVTZLEFNH-UHFFFAOYSA-N,COC(=O)c1cccnc1
DHWRNDJOGMTCPB-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1
IDOWTHOLJBTAFI-UHFFFAOYSA-N,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
KEWNKZNZRIAIAK-UHFFFAOYSA-N,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
PNPCRKVUWYDDST-UHFFFAOYSA-N,Nc1cccc(Cl)c1
UNLYSVIDNRIVFJ-UHFFFAOYSA-N,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
IMONTRJLAWHYGT-UHFFFAOYSA-N,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
XKLZIVIOZDNKEQ-UHFFFAOYSA-N,CSC[S+]([O-])CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O
NXQDBZGWYSEGFL-UHFFFAOYSA-N,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C
ICOAEPDGFWLUTI-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1
IPWBFGUBXWMIPR-UHFFFAOYSA-N,Fc1ccccc1Br
WIIZWVCIJKGZOK-UHFFFAOYSA-N,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
WEXRUCMBJFQVBZ-UHFFFAOYSA-N,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC
BZKPWHYZMXOIDC-UHFFFAOYSA-N,CC(=O)Nc1nnc(S(N)(=O)=O)s1
RULKYXXCCZZKDZ-UHFFFAOYSA-N,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
BULVZWIRKLYCBC-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSCC
KBEBGUQPQBELIU-UHFFFAOYSA-N,CCOC(=O)C=Cc1ccccc1
NMRPBPVERJPACX-UHFFFAOYSA-N,CCCCCC(O)CC
GOHBXWHNJHENRX-UHFFFAOYSA-N,Cc1cc2ccccc2c2ccc3ccccc3c12
LACXVZHAJMVESG-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
YSEMEGXOKULCML-UHFFFAOYSA-N,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21
UHIAOZUHJYDVBH-UHFFFAOYSA-N,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2CC1=O
QZYNWJQFTJXIRN-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(Cl)c1
PYGXAGIECVVIOZ-UHFFFAOYSA-N,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
ZFMSMUAANRJZFM-UHFFFAOYSA-N,C=CCc1ccc(OC)cc1
GHASVSINZRGABV-UHFFFAOYSA-N,O=c1[nH]cc(F)c(=O)[nH]1
SHZIWNPUGXLXDT-UHFFFAOYSA-N,CCCCCC(=O)OCC
GFFGJBXGBJISGV-UHFFFAOYSA-N,Nc1ncnc2nc[nH]c12
HKOOXMFOFWEVGF-UHFFFAOYSA-N,NNc1ccccc1
ISAKRJDGNUQOIC-UHFFFAOYSA-N,O=c1cc[nH]c(=O)[nH]1
BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC
IIEWJVIFRVWJOD-UHFFFAOYSA-N,CCC1CCCCC1
LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
LEHOTFFKMJEONL-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
ZEMGGZBWXRYJHK-UHFFFAOYSA-N,O=c1ccnc(S)[nH]1
DNJIEGIFACGWOD-UHFFFAOYSA-N,CCS
GGUOCFNAWIODMF-UHFFFAOYSA-N,CC(=O)Nc1ccc(Cl)cc1
FAOZLTXFLGPHNG-UHFFFAOYSA-N,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
FZERHIULMFGESH-UHFFFAOYSA-N,CC(=O)Nc1ccccc1
YHQXBTXEYZIYOV-UHFFFAOYSA-N,C=CC(C)C
XKFPYPQQHFEXRZ-UHFFFAOYSA-N,Cc1cc(C(=O)NNCc2ccccc2)no1
QDFKKJYEIFBEFC-UHFFFAOYSA-N,Fc1cccc(Br)c1
LWLJUMBEZJHXHV-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl
NQRLPDFELNCFHW-UHFFFAOYSA-N,CC(=O)Nc1ccc([N+](=O)[O-])cc1
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CCC
CYNYIHKIEHGYOZ-UHFFFAOYSA-N,CCCBr
VAOCPAMSLUNLGC-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CCO
LHGVFZTZFXWLCP-UHFFFAOYSA-N,COc1ccccc1O
RUVINXPYWBROJD-UHFFFAOYSA-N,CC=Cc1ccc(OC)cc1
BCQMBFHBDZVHKU-UHFFFAOYSA-N,CCNc1nc(NC(C)(C)C)nc(OC)n1
HRYZWHHZPQKTII-UHFFFAOYSA-N,CCCl
RECUKUPTGUEGMW-UHFFFAOYSA-N,Cc1ccc(C(C)C)cc1O
WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
DQZCVNGCTZLGAQ-UHFFFAOYSA-N,CN(C)C(=O)NC1CCCCCCC1
UMKXSOXZAXIOPJ-UHFFFAOYSA-N,Oc1ccc2c(c1)CCCC2
DDBREPKUVSBGFI-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
TWSRVQVEYJNFKQ-UHFFFAOYSA-N,CCCCCOC(=O)CC
JXVIIQLNUPXOII-UHFFFAOYSA-N,CC1CCCCC1NC(=O)Nc1ccccc1
ZXVONLUNISGICL-UHFFFAOYSA-N,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
SDDBCEWUYXVGCQ-UHFFFAOYSA-N,Cc1cccc2c(C)cccc12
NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(=O)CC(C)C
PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fc1ccccc1
NSQYIEOSFPLTJA-UHFFFAOYSA-N,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O
IUWVALYLNVXWKX-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(N)cc1
RRHGJUQNOFWUDK-UHFFFAOYSA-N,C=CC(=C)C
JMLWXCJXOYDXRN-UHFFFAOYSA-N,Clc1cccc(I)c1
CPGPAVAKSZHMBP-UHFFFAOYSA-N,Cc1c2ccccc2cc2ccccc12
MSLICLMCQYQNPK-UHFFFAOYSA-N,CC(=O)Nc1ccc(Br)cc1
SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
GBROPGWFBFCKAG-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21
AAEVYOVXGOFMJO-UHFFFAOYSA-N,CSc1nc(NC(C)C)nc(NC(C)C)n1
HDWIHXWEUNVBIY-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
UDDMNBYVRLYNKY-UHFFFAOYSA-N,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21
ONNCPBRWFSKDMQ-UHFFFAOYSA-N,Clc1cccc(-c2cc(Cl)ccc2Cl)c1
RZKSECIXORKHQS-UHFFFAOYSA-N,CCCCC(O)CC
PWATWSYOIIXYMA-UHFFFAOYSA-N,CCCCCc1ccccc1
IRCMYGHHKLLGHV-UHFFFAOYSA-N,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C
QARVLSVVCXYDNA-UHFFFAOYSA-N,Brc1ccccc1
BEZDDPMMPIDMGJ-UHFFFAOYSA-N,Cc1cc(C)c(C)c(C)c1C
WFRBDWRZVBPBDO-UHFFFAOYSA-N,CCCC(C)(C)O
QIBWCUCLHZVYNL-UHFFFAOYSA-N,CCN1c2ccccc2N(C)C(=O)c2cccnc21
MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1
HUAZGNHGCJGYNP-UHFFFAOYSA-N,CCCOC(=O)CCC
NHPPIJMARIVBGU-UHFFFAOYSA-N,Ic1cccc2ccccc12
CBFCDTFDPHXCNY-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC
HSQFVBWFPBKHEB-UHFFFAOYSA-N,Oc1ccc(Cl)c(Cl)c1Cl
KCXMKQUNVWSEMD-UHFFFAOYSA-N,ClCc1ccccc1
JTUSORDQZVOEAZ-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl
FDPIMTJIUBPUKL-UHFFFAOYSA-N,CCC(=O)CC
NFGXHKASABOEEW-UHFFFAOYSA-N,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
UATJOMSPNYCXIX-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
MWKFXSUHUHTGQN-UHFFFAOYSA-N,CCCCCCCCCCO
ZFHGXWPMULPQSE-UHFFFAOYSA-N,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F
IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC
XKEFYDZQGKAQCN-UHFFFAOYSA-N,Clc1cc(Cl)cc(Cl)c1
IUJDSEJGGMCXSG-UHFFFAOYSA-N,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
HSMPDPBYAYSOBC-UHFFFAOYSA-N,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
JBMKAUGHUNFTOL-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
VNKYTQGIUYNRMY-UHFFFAOYSA-N,CCCOC
RZVHIXYEVGDQDX-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2ccccc21
VNWKTOKETHGBQD-UHFFFAOYSA-N,C
FLVIGYVXZHLUHP-UHFFFAOYSA-N,CCNC(=S)NCC
QWUWMCYKGHVNAV-UHFFFAOYSA-N,c1ccc(CCc2ccccc2)cc1
HNJBEVLQSNELDL-UHFFFAOYSA-N,O=C1CCCN1
HWWYDZCSSYKIAD-UHFFFAOYSA-N,Cc1cncc(C)c1
DEKWZWCFHUABHE-UHFFFAOYSA-N,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O
DBPWSSGDRRHUNT-UHFFFAOYSA-N,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
IOUNQDKNJZEDEP-UHFFFAOYSA-N,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21
WKEDVNSFRWHDNR-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1O
HHLXJTDUHFBYAU-UHFFFAOYSA-N,CCC1(C(C)C)C(=O)NC(=O)NC1=O
KYWJZCSJMOILIZ-UHFFFAOYSA-N,CCCC(C)(O)CC
YBQZXXMEJHZYMB-UHFFFAOYSA-N,c1ccc(NNc2ccccc2)cc1
BIWJNBZANLAXMG-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
CDAISMWEOUEBRE-UHFFFAOYSA-N,OC1C(O)C(O)C(O)C(O)C1O
GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1
GYESAYHWISMZOK-UHFFFAOYSA-N,Oc1cccc2ncccc12
NMJJFJNHVMGPGM-UHFFFAOYSA-N,CCCCOC=O
VGVRPFIJEJYOFN-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
FBQTWGHLMQUOQL-UHFFFAOYSA-N,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
FMWLUWPQPKEARP-UHFFFAOYSA-N,ClC(Cl)Br
FDGQSTZJBFJUBT-UHFFFAOYSA-N,O=c1[nH]cnc2nc[nH]c12
GVEPBJHOBDJJJI-UHFFFAOYSA-N,c1ccc2c(c1)-c1cccc3cccc-2c13
FYZBOYWSHKHDMT-UHFFFAOYSA-N,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C
PXWUKZGIHQRDHL-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(OC)n1
QNVRIHYSUZMSGM-UHFFFAOYSA-N,CCCCC(C)O
WXZVAROIGSFCFJ-UHFFFAOYSA-N,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12
